review_text,label
"cocok untuk:sampah performa:sampah tekstur:sampah barang di repacking jasa kirim, diambil oknum tidak bertanggung jawab, dan diganti tidak sesuai harga yg dipesan. proses investigasi berlarut- larut sampai 13 hari tidak ada kejelasan kalau tidak di follow up. sudah dikirim bukti, malah minta bukti lagi. official shop yg sangat tidak layak, kalah jauh dari pelayanan kaki lima.",negative
pesen blush on yg dikirim lipstick!! gabisa baca apa ya!!!! kapok beli focallure. jelek! :thumbs_down_light_skin_tone:,negative
warnanya sangat gelap tidak sesuai di foto,negative
"barang sesuai, namun pengiriman lama",positive
"pengiriman cepet, promo murce bingit... packingan ok,,, kualitad ok...",positive
jasa pengiriman nya lama bangett kezel,negative
lipsticknya patah,negative
"bikin kulit jdi kusam, mlah kelihatan pori"" dan komedo, nyesel beli mna lumayan hrganya dan skrng gk bisa dipkai lagi",negative
kapok. gak teliti adminnya. barangnya ada yg kurang. semoga lain kali amanah,negative
pengiriman sempat delay barang ori packing aman,positive
pengalaman penggunaan:mudah untuk di gunakan kemasan:sesuai sama poto nya,positive
tampilan:no kualitas:no gak dapat,negative
"gaada yg sempurna , jadi 4 aja ya tapi aslinya the best sih cepet ngirimnya , respon sl juga cepet",positive
cepet sampe allhmdulillah ori revlon no satu pokonya sari dulu covok buat kulit ku,positive
baru mau coba... semoga cocok,positive
"baru pertama kali belanja di sini mengecewakan. segel udah kebuka, packing tidak pakai bubble wrap maupun plastik. padahal sblm²nya kalo belanja aman² aja dan ini pun saya beli nggak pas lagi flash sale",negative
diterima dalam kondisi pecah,negative
"sorry bgt nih, emang produk nya ga full apa gimana?:(",negative
kemasan:tidak aman no buble wrap bedak saya pecah,negative
"buy 2 get 1 bacaannya tapi kok gak dapat hadiah bilangnya harus klaim dulu, padahal pas co gada bacaannya. update: ternyata stock terbatas. banyak yang kena tipu dah pasti",negative
"sunstick dear me beli ke 4 kali nya, alhamdulillah so far aman juga buat anak anak, masing masing punya 1, dan beli lagi beberapa buat stock. barakallah",positive
agak bau dan kekuningan ya skrg,negative
ga dapet tuh,negative
pesennya medium auburn woy!! yang dikirim burgundy. gak prof banget. segini kategori mall hadeuhh.,negative
top global sih ini kualitas ga kaleng²,positive
"wangi:bau herbal efektivitas:belom dicoba tekstur:watery gel astagaa shampoo nyaa rembes, produk beleber di mulut pump nya.. paket datang2 dah penyok penyok ga jelas kardus nya..mohon lain kali hati2 pengemasan.. beli shampoo ini disayang sayang termasuk mahal buat saya :pensive_face: produk seperti lama di gudang ada hitam2 di kemasan",negative
tekstur:lembut performa:baik cocok untuk:semua jenis kulit ok pokokee recommend bgt toko amanah,positive
"kemasan:cantik pengalaman penggunaan:ringang banget pas dipake, gampang dibawa kemana2",positive
maaf ini gimana ya saya beli komplit harusnya kok cuman dapat step1&2 nya aja ga dpt kertasnya??,negative
"daya serap:cukup lumayan cepat tekstur:ringan dan melembabkan tingkat kelmbaban:tinggi saya sedikit kecewa karna respon penjual untuk pembatalan produk yang pertama lambat. saya kira sudah dibatalkan tapinya malah belom.setelah saya pesan lagi, saya kira yang pertama memeng sudah batal tapi malah dikirim keduanya. meskinya kalau memeng engga bisa dibatalkan harusnya diberitahu segera",negative
yang saya terima beda merk,negative
bikin rambut lepek .,negative
cocok n cepet.sampe,positive
"pengiriman cepat, packing rapi.",positive
mantap betul produk nya saya sudah membeli dua kali produk disini,positive
"pesan botol besar dan botol kecil, dibungkus dalamnya pakai kertas kardus saja, tdk ada bubble wrap. pas dapet kurir yg paket nya dilempar ke dalam teras dengan kencang. pecah se berantakan2nya. bahkan sebelum kardus dibuka, minyaknya sudah rembes keluar dan netes2 ke lantai serumah. bener2 parah ratusan kali pesen paket yg pecah belah ga pernah sampai begini. hanya botol kecil yg terselamatkan. kecewa berat.",negative
tekstur:gel water cocok untuk:acne performa:bagus banget maybe bakal jadi fav moisturizer soalnya gel water tekstur nya,positive
inimah namanya beli palette gratis primer pump rusak:rolling_on_the_floor_laughing: primernya gabisa dipake samsek ga keluar produknya hahaha tp palette nya in a good condi & expired msh 2025 cui,negative
botol prcah,positive
nice one!,positive
"lain kali lebih teliti kalo mau kirim barang, masa kertasnya ga dikirim mau pake maskernya pake apa? di chat gadibalesss .",negative
perubahan ada c sedikit belum tuntas dipakai nyaman dan enak segar jg,positive
"bibir jd lembab sih, tp ga bikin bibir pink ternyata. harga oke. pengiriman lumayan. baunya tp aku kurang suka. td coba pake, terus ga lama minum, pas minum kayak ada ras...",positive
packing bagus banget terproteksi. super niat. barang bagus.,positive
"pertama kali nyobain samphoo ini, semoga cocok min. pengiriman cepet, thanks min:smiling_face_with_smiling_eyes:",positive
"tekstur:jelek warna:jelek ketebalan:jelek ancur ancur bgt , nyesel bgt , gimana sih jualan ko gitu , pekingnya jg jelek bgt",negative
"isi skin refiner nya tumpah.. packing produk nya harus lebih di perhatikan lagi, agar isi produk aman",negative
respon penjual sangat lambat. konfirmasi sangat telat. barang yang dikirim tidak sesuai. komplain dan dikirimkan balik tidak dengan instruksi jelas sehingga pembeli rugi....,positive
tekstur:kental cocok untuk:alis brow mascaranya bagus banget dan menempel dengan baik pada alis. sudah gitu dapat harga flash sale waktu 8.8 mantap,positive
blm coba jd blm bisa kasih komen,positive
trimaksih bobusnya powder,positive
"gampang di apply, enggak lengket",positive
mau cancel gak bisa,negative
"exp katanya 2023/2024 jadi ekspektasi sy mungkin akhir 2023 atau awal 2024.taunya sisa 11 bulan lagi.terlalu byk bli nya.hanya pakai di wajah keburu exp. konfirmasi lama,...",negative
"sebelum checkout aku selalu nanya shade yg cocok buat aku apa, dan sarannya selalu sesuai. ga expect juga isinya sebanyak ini ternyata",positive
barang yg dikirim gak sesuai promosi. mengecewakan sekali!!!,negative
"tampilan:beli packing kardus sama sekali tidak menjamin barang aman. kardus sangat mudah penyok, kualitas:barang tidak di-bubble warp dengan aman. seperti hanya asal bungkus kardus sudah penyok padahal pengiriman hanya 1 hari.",negative
"dapet cuma 1, padahal tertulis buy 1 get 2 ,lain kali lebih teliti",negative
thx utk hadiahnya.. lumayan.. lucu kemasan nya mini sekali,positive
"cukup kecewa si, walau harganya murah tp pengiriman tidak aman dikemas pake dus tp ga ada buble wrap, ga tau ini mungkin karna ekspedisi tp ini tanpa buble wrap so apa yg...",negative
"packing asal²an, produk jadi bocor.",negative
di bawa kurir 2 hari. ditugguin juga. nasib,positive
"update status pesanan nya gajelas. tulisannya menunggu pick up bahkan sampai batal pick up, udh 2 hari di tanya baru bilang pesanan lagi di kemas. gimana coba baru di kem...",negative
"penjual tidakk jujur.. blm dikirim, bilang sidah dikirim:woman_facepalming_light_skin_tone: sampe nya lamaa bgt pdhl sama2 surabaya",negative
lipstiknya patah,positive
"aku si sebenernya suka suka aja yah, aku kira tuh gede loh kemasannya tapi malah 25g doang wkwkwk.",negative
"warnanya buaguusss, lgs masuk warna kulit, cucok utk kulit asia",positive
"bagus sih untuk produk nya. saya cocok dengan produk ini, tp seiring order beberapa kali dari yang isinya full, dan sekarang ketika di pencet yang ke ambil cuma sedikit engga kaya di awal ketika di pencet itu sedotan serumnya akan keisi penuh.",negative
warna nya gak sesuai gambar… mungkin gambar/foto nya hasil edit/filter… warna asli lipstiknya jauh bgt.. #sorry,negative
"all lengkap, hanya saja aseton nya tumpah dkit karna tutup nya gk disegel rapet.",positive
"performa:bagus cocok untuk:semuanya tekstur:transfer bgtt kecil aslinya ya botolnya, transfer bgt dibotol minum",positive
di paket tertulis facial wash tpi yg d kirim acne soap,negative
pengiriman lama sampe 5 hari sudah ada yg patah juga tutup botolnya ya walaupun ga ada yg tumpah kek bungkusan macem bukan dari shoppe mall ntah itu barang ori apa bukan,negative
menurut saya agak susah blend,positive
teksturnya sedikit kental. wangi cenderung netral. setelah pakai ini wajah jadi terasa kesat. penggunaan sudah 3 minggu. minyak di wajah berkurang. namun pori-pori tidak...,positive
yang di pesan tidak sesuai sama nomor next tidak usah jualan on line deh jadinya di buang tidak cocok sama warnanya,negative
sejauh ini produk cocok di kulit saya. semoga efeknya terasa,positive
"bagus warnannya, wajah nga berminyak, tahan lama jg",positive
kemasan tidak tersegel,negative
d kirimnya barang yg mau exp .. dan saya psn blushon d krmnya liptint... mdh2an cukup skli blnja d sni.... saya buang jg brgny ....,negative
herrannnnnn. pesan bedak yg datang facial wash. padah beli d shopee moll. tapi gak amanah iniii. kecewa,negative
wangi:kayak wangi nail polish pada umumnya warnanya cantik :smiling_face_with_hearts: kayak warna alami kuku :smiling_face_with_smiling_eyes: lov banget :growing_heart:,positive
ini lebih ke warna terracota sih dripda warna nude karena warnanya lebih ke orange. warnanya yg di jari tengah,positive
efektivitas:ok tekstur:ok wangi:ok barang yang datang bukan susu bengkoang tapi bengkoang. karena pelayanan akan cukup lama jika dikembalikan jadi tidak masalah. namun penilaian menurun karena barang yang diterima tetap beda dengan barang yang di order.,negative
barang saya ga sampe. kurir nya bilang penerima adeline (saya) padahal itu ke alamat yg saya ga pernah ada. jadi ga mungkin saya nerima.,negative
kecewa banget pas dateng kondisi botol atasnya pecah dan isinya lumanyan banyak yang tumpah,negative
warna:bagus tekstur:bagus sih ketahanan:bagus expired 2bln lagi,negative
"desainnya mewah, sesuai claimnya ringan , satin finish, dapet travel sajadah juga yg pastinya berguna bgt. thx pixy",positive
"super kesel . barangnya si gpp , cuma lebih 2 . ya gmn g ksl brgnya harus dibalikin lewat pos . klo lewat ekpedisi lain kita yg bayar , sedangkan pos jauh dr daerah sy . itu kn kslhn si admin knp harus sy yg usaha nyari ekspedisinya , klo kesalahan saya gpp sy rela sy yg byar ekspedisi ,tlg hrgain.",negative
lotion nya bikin lembut dan wangi nya suka banget,positive
"daya serap:barang tidak diterima efektivitas:barang tidak diterima kenyamanan:barang tidak diterima barang tidak dikirim, jujur kecewa karena sudah menunggu lama diproses pengemasannya lalu ada barang yang tidak dikirimkan",negative
"baru mau coba jadi belum tau, liat review nya sih bagus, mudah2an cocok",positive
bintang bicara,positive
coveragenya kurang dikulit sy dan kalo kepanasan dikit lgsg ke wajah asli ky ga bedakan :grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat: tp sy cb pk foundation or cushion baru pk ni bedak br nampol hasilnya. mulu...,positive
sukak,positive
"tekstur:soft performa:buruk sangat kecewa sekali kenapa saat datang pecah :loudly_crying_face::loudly_crying_face: mau komplin ini ya percuma cuman 1 aja yg pecah, tapi sedih huaa :loudly_crying_face::loudly_crying_face::loudly_crying_face:",negative
tekstur:baru mau dicoba... tingkat kelmbaban:baru mau dicoba...... daya serap:baru mau dicoba...,negative
kecewa udah belanja 350rb tp trnyata free nya gak ada.,negative
tidak ada bubblewrap or anything untuk pengemasan produknya. hanya kardus dan lgsg produk di dalam. lalu untuk tutupnya kurang oke. susah bukanya dan pas mau ditutup lagi...,negative
yang terkirim wardah lightening toner.,negative
"pas dibuka, cleanser nya udah begini, luber keluar.. ini masih bisa digunakan atau engga ya?",negative
profil kecantikan:sawomateng kemasan:bagus manfaat:untuk bibir barang sudah sampai dan sesuai makasih bonusnya lancar selalu,positive
baru mo coba ini..,positive
"bagus maskara nya bikin bulu mata panjang dan lentik, cuman aku salah beli malah beli yang gendut",positive
gampang buat ngegambar alis & lumayan tahan lama! thanks shopee 6.6 & seller,positive
sesuai gambar dan deskripsi,positive
keceewaaaa,negative
kurang tahan lama parfumnya,negative
"dibkemas rapih, nyampai dgn aman semoga cocok",positive
"mini tp lumayan buat trial dulu, semoga cocok",positive
barangnya sudah datang sesuai pesanan. diskon 30ml + serum semoga cocok dan sesuai klaimnya yaaa.. makasih garnier,positive
bagus.. dan cepet kering.. saya suka,positive
"cocok untuk kulit berminyak, tekstur bussanya lembut, ngak kerasa ketarik kulitnya. kurir ramah, awalaupun agak lama dtngnya.",positive
"maaf sy kasih bintang 1 respon lelet pengiriman lambat minta dibatalin order, gk bisa toko macam apa ini... huahaha",negative
blm dicoba tapi barang bagus,positive
"re purchase yg kedua buat nyoba2 make retinol, bagus bgt. bikin kulit aku halus sama lumayan cepat ngilangin bekas jerawat yg astaghfirullah. bikin kulit lebih cerah jg,gabikin kusam",positive
ternyata kurang proof kl mnum msh nempel digelas,positive
"suka warnanya, sesuai yg dicari :thumbs_up::thumbs_up::thumbs_up:",positive
baru sempat reviu..sudah hbs dipake..lembut di kulit wajah..rekomended,positive
kenyamanan:lumayan tekstur:biasa daya serap:lama kesel banget pesan 2 produk ehh yang datang cuman 1 produk. udah po lama banget pas dateng cuman 1 produk padahal saya pesan 2 lain kali kirim sesuai pesanan konsumen dongg kecewa banget. udh chat penjual eh ga di bales respon nya juga tidak baik ternyata. baru pertama beli malah kayak gini.,negative
"kurirnya luar biasa ya! saya tetima paket saya di halaman rumah. untung aja ini bedak tabur, kalo bedak padat pasti sdh hancur berantakan! apa ga bisa ya diletak di atas meja?",positive
seler no respon,negative
semoga cocok belum di coba,positive
"pertama d kirim produk kadaluarsa,saya d suruh kirim balik.ke 2 dikirim produk laen.saya di suruh kirim balik lagi.ini mah belanja online malah sibuk suruh bolak balik paketin...dah,saya nyerah.bnr2 ga abis pikir..",negative
"produk nya si aman' aja, tp packing nya itu lho, g bgt",negative
udah di coba tapi gak berubah sih biasa aj,negative
daya serap:paraha efektivitas:parah kenyamanan:parah gila si parah banget barang cacat aka bocor dikasih ke pembeli di return malah ditolak katanya udah dipake itu bocor bos! bukan dipake! next akan saya naikan kasusnya ke ylki ditunggu update terbarunya akan di update via chat,negative
rekomended banget.. selalu suka dengan produk ini,positive
"pengalaman penggunaan:jelek nipu, barang yg dikirim gak sesuai, gaada konfirmasi sebelumnya:thumbs_down:",negative
hasilnya matte awet dipake sesuai jg sama warna kulit bagus dengan harga terjangkau tentunya ramah dikantong,positive
"definisi mevvah puoll wkwkwk gk tau harga aslinya brp, but dapet harga di60rban itu omg bgdddddddd thxxx:love-you_gesture_light_skin_tone:",positive
warnanya g ungu.tpi cenderung ke hitam.bikin kecewa,negative
"pesen hand sanitizer gel, yg dtg spray",negative
"saya belum trima paket nya ,tp di app udah otomatis jadi selesai",negative
sesuai dengan harapan,positive
profil kecantikan:blom trllu kliatan si pengalaman penggunaan:baru 3 kali pakai kemasan:rapih aman.. cuman sayang bagt wktu dikirim sama kurirnya di lempar untung g pecah,negative
"kurang ngejepit bulumata, ga bikin lentik sama sekali",negative
cocok untuk:semua performa:bagus tekstur:cair,positive
yg dipesan shade apa malh dikirim apa,negative
sicepat selalu criss cross. 1minggu blm sampai,negative
"sebenernya bagus, tp bulunya kurang padat dan ukurannya tergolong besar. untuk bersihin make up ringan sih masih oke, gatau kalo yg make up berat nantinya.",positive
coverage-nya full. cocok di kulit kering. cocok di kulit normal. penjualnya ramah banget.,positive
patah dan hacur dalmnya,negative
respon cepat dan packaging aman,positive
sesuai.,positive
"cocok untuk:kecewa banget , isinya ga adaan . enteng dbuka ga ada isinya kaya bekas .",negative
di bungkus dengan sangat baik dan aman. semoga cocok. terimakasih seller,positive
ngga bisa ngangkat komedo:rolling_on_the_floor_laughing:,negative
"bahannya ringan.., warna nya pas..",positive
masih sedikit transfer color.,positive
semoga ada hasil ya,positive
"ordernya apa dikirimnya apa, pengemasan dan pengiriman lama. besok2 lebih teliti lagi ya min",negative
minta cancel tidak dilayani padahal salah beli mau ganti produk lain dari garnier juga,negative
kemasan bagus ide bagus dg 2 kuas/ aplikator natural look saja bukan yg tipe menebalkan bulu mata. not bad,positive
sumpah eneg bgt.. ni orderan ak smpe kira2 sktar jm 18:00 pkknya abs adzan mgrib gt.. jujur kcewa bgt. 1. kurir kurang ramah mank ak cod tp se engga nya bahasanya agk enakan ak kluar rmh dl krena bli mkn.. toh sya byar jg koq. 2. dri penerima brang dri kurir posisi plastik udh kbuka packingan prah,negative
"kemasan:bagus efek:belum pakai manfaat:untuk ombre pesennya yg no 12 dan 13, tapi karna lg kosong dikasih yg no 11 dan 15, gapapa la ya sama² paket ombre wangi no 11 enak, tp yg 15 bener² wangi coffee bgt, enakk suka wangi coffee nya",positive
"mohon maaf aku beri penilaian bintang 2 karena untuk barangnya kotor, mohon lain kali dilihat kondisi barangnya. terima kasih",negative
setelah 5 hari pakai ini muka aku jerawatan parah. ga cocok :crying_face::crying_face:,negative
dptnya pecah sedih utk yg lain sih aman,negative
tidak sesuai promo.,negative
agak perih di mata pas mau dipake . gak sesuai yg diharapkan,negative
bahan ringan tapi d bibir aku ga begitu kelihatan warnanya,positive
"pros: full ￼coverage, long lasting up to 8 hrs. cons: partikelnya agak kasar bikin muka ￼terasa spt berdebu, mirror blur, lid saringan tdk bisa dibuka, warna packaging hi...",positive
tidak dapat,negative
teksturnya ringan dan mudah diserap,positive
"pengalaman penggunaan:lunturrrrrr manfaat:gaada tips pengguna:gaada lunturr bloborrrr, keringnya lamaaaa ditunggu sampe 2 jam pun tetep, ga waterproof sama sekali nyesel banget deh aku, untung harganya promo tp gamau beli lagi deh rugii wkwk, barangnya ga kepake sekarang nangisss, kemaren pas tanya di live tiktok juga jawabannya gaenak didenger maless bgt deh pokoknya, pengemasannya juga lama 2-3 harian kalo g salah",negative
sangat lama dan tidak sesuai estimasi buruk kali,negative
"bocccccoooor gaaaes, official kok gitu",negative
okee..murah karena flash sale..,positive
iya produk aku akuin bgus cman respon penjualnya aq gk suka mengecewakan...,negative
"warna nya bagus dan pigmented. tapi kuasnya keras, jdi ga terpakai kuasnya",positive
nutup nya ga di perhatiin lg,negative
warna favorite baru nemu d sini yg pas :thumbs_up:,positive
"pengalaman penggunaan:lumayan tahan lama kok efek:sejauh ini blm ada efek samping kemasan:sangat baik untuk harga segitu worth it sekali, kmren beli pas lagi promo disc 50% pake voucher live shoppee",positive
hrus nya dapt freegift. tpi dpt zonk :rolling_on_the_floor_laughing:,negative
"maaf cm kasih bintang 2 aja,kali ini kecewa banget sm produknya, dikirimnya barang yg hampir exp, wlpun exp bulan dpn ragu aja bwt gunainx",negative
sesuai harga mantap,positive
warnanya pink soft. dipakenya juga enak.,positive
"efek:alis natural manfaat:membentuk alis sempurna pengiriman baik, dibungkus rapi dan aman",positive
adminya kurang ramah,negative
performa:bgs cocok untuk:kulit tekstur:lembut,negative
expired date nya mepet bgt,negative
tekstur:baik daya serap:gaik efektivitas:baik paketnya sudah pake bubble wrap tapi malah bocor :pensive_face::pensive_face: biasanya beli ngga pernah kyk gni huhuhu,negative
bagus lah,negative
"wanginya enak, tapi maaf sepertinya kurang cocok dg rambut saya, ketombe malah jadi bertambah dan rambut berasa kering",negative
baguss warna2nyaa cocok nihhh buat make up ala ala thailand,positive
"baranya bagus, cuma untuk pengiriman lambat lebih dari tanggal estimasi sampe",positive
semoga cocok sama saya.. susah nyari facial skincare yg bagus.. dapet rekomendasi dari teman pakai somethinc aja.. terima kasih :red_heart::smiling_face_with_open_hands::folded_hands:sehat dan sukses selalu :folded_hands::smiling_face_with_open_hands::red_heart: terima...,positive
bikin wajah bersih..sih....,positive
halo lipstik aku kok gk ada ini? kurang kirim lipstik min.,negative
"bagus, tapi berasa oily. texture nya kayak balm. baunya kayak krayon",positive
mantul,positive
"buruk, semoga harimu selalu baik adminn thnk uu",negative
cocok smuanyaa,positive
tapi boong,negative
tekstur:- performa:- cocok untuk:- aku pesennya shade netral tapi yg dikirim shade medium. terlalu item dimuka aku dong ini. mau tukar gak bisa alasannya gdak video unboxing. kan yg salah bagian packingnya ya. salah kirim shade. yaudala gak tepake,negative
padahal sudah berharap sekali dapat beauty blender tp ternyata tdk ada:crying_face:,positive
pengiriman cepet banget :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: akhirnya emina launching emina night cream yang ditunggu2 semoga cocok:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::star-struck::star-struck:,positive
sukaa bangett warnanya keluar dan cocok d skintone aku,positive
suka banget.. asli,positive
pengalaman penggunaan:poundotion pecah. efek:paket datang tidak lengkap,negative
produk tidak tersegel produk bocor jdi ngerugiin pembeli,negative
"maaf sy kasih bintang 1 karena, hadiahnya tidak ada",negative
aplikator mudah dipakai,positive
"terima kasih, pengiriman sgt aman dgn bubble wrap super tebal dan kardus tambahan. pertama kali buka paketnya salfok sm packagingnya yg super cantik, ga expect kalau pack...",positive
tidak di kirim tpi harga di cantumkn tidak ada konfirmasi,negative
"lembut ga buat kering, lumayan awet",positive
kemasan:bocor tinggal setengah,negative
segel udah kebuka,negative
"sudah cocok produknya, cocok ama sellernya dan bonusnya selalu melimpah... trimakasih",positive
katanya light non sticky ini mah lengket pake banget. katanya mist tinggal di semprotkan di wajah tapi hasil nya begitu kayak ada butiran air besar di muka masih perlu ratain dengan tangan. kalo gitu kenapa saya ga sekalian beli yang cream aja. ini jelas2 tekstur cream dibikin cair bukan mist. false advertising banget mending beli sk*nt****c walaupun lebih mahal tapi produk nya sesuai dgn yg di janjikan!!!!,negative
harus pake fondi/cushion biar nempel.,positive
pengirimanya lama bangettttttttttttttttt,negative
warna pink warm gitu melembabkan ya wangi agak manis kayak minuman susu/ semanga gitu pengiriman cepat,positive
bagus dan sesuai deskripsi,positive
blushnya pecah. parah bgt,negative
"performa:baik cocok untuk:kulit aku udh beberapa kali minum colagen ini alhamdulillah jerawat ku yg tadi nya besar2 ga muncul...paling kalau mau dtg bln aja, itupun kecil. bekas nya yg merah sudah mulai memudar tidak terlalu merah. pesan buat yg tugas nya ngemas kolagen nya hati hati lah jgn sampai salah kirim.kalau engga kakak ku susul2 ke kantor pusat pasti lama kali datangnya.beruntung dekat rumah kakak ku.",positive
"tranfer hikz. nyium anak, pipi tanda bibir lgsg, plus kena ke baju jd noda merah. sama nr sejam uda hilang. warna ok lah..",negative
barang bagus. thx atas bonusnya yg banyak... ...,positive
"formula semakin kesini semakin kesana ;( jd kering dan pecah2 pdahl waktu dulu masih bagus, ditingkatkan lagi ya min untuk formulanya, untuk warna sudah ok",negative
"kayaknya kalau pesan di sini harus ditanya baik2 deh, bundle ini isinya berapa, karena apa yg tercantum di gambar dan apa yg kita terima beda. kalau di gambar isi bundlenya 2 cat rambut, 2 lipstik (sehingga terasa banget harga promonya menggiurkan) ternyata yg sampai justru 1 cat rambut 1 lipstik.",negative
qwertyuiopasdfghjklzxcvbnmqwertyuiopasdfghjklzxcvbnm,positive
"efektivitas:oke tekstur:oke kandungan:oke pesanan yg pertama gagal kirim entah kenapa sehingga otomatis tercancel...yg kedua sampai cuma ada yg kurang, bisa cica skinnya g ada...tp karena aq bukanya g ngrekam yaw sudahlah...tp kecewa sih...innisfree official lho ini...",negative
profil kecantikan:blm dicoba sih kemasan:lumayan bagus tips pengguna:apa yaaa eemm soalnya blm dicoba sih smg bs digunakan dg benar,positive
"agak ga suka sama teksturny dan baunya ga enak. teksturnya kaya teralu padat bgt trs ga ad wangi kopi, malah kaya bau basi gitu",negative
"produk diterima dengan baik. sudah dicoba, rasanya agak mirip lip balm, tipe yg melembabkan. entah knp saya kurang merasakan fungsi scrubnya. baru coba pakai bbrp kali, s...",positive
"parah banget sih, dearme , udah masukin add to cart produk kfc palette tp ga dikirim, komplain ke shopee malah ditolak gitu aja. mengecewakan. yang dtg cuma stay locked all day doang",negative
enak banget buat dibawa kemana mana terus coverage nya mantul,positive
tutup rusak gabisa ngunci jadi bocor kemana mana,negative
yeeaayy akhirnya sampe juga. pengemasan aman rapi pengiriman agak lama biasa cepet tapi gpp yg pnting sesuai pesanan. baru coba jelly tint ini moga bagus . thank,positive
"kemasan:bagus trimakasih seller n shopee jg abang kurir paketnya sdh dtrima dgn baik,packing dn pengiriman oke n sesuai pesanan.. puas belanja dsni..:thumbs_up_light_skin_tone::folded_hands_light_skin_tone:",positive
toko gercep... smoga cocok n jadi toko langganan nih krn rapih banget packingnya,positive
pesannya 2 yang datang 1 sesuai dgn resinya,negative
khasiat:< kecewa karena tumbler tidak otomatis didapatkan sesuai digambar,negative
"ternyata ngecrack banget dipake di bibir, kayak gak bisa nempel :loudly_crying_face::loudly_crying_face: parah banget, padahal udah pake lipbalm sebelum apply lip matte-nya. tapi iseng coba ditimpa pake li...",positive
"staying powernya oke banget. ga ilang walaupun dipakai makan dan minum berkali2, sayang formulanya drying di bibir sy yg kering. pakai ini rasanya bibir sy makin kering",positive
performa:not good lipstik sangat basah.. bukan matte.. lipstik luntur .. bahkan tidak menyerap sama sekali..,negative
pengalaman penggunaan:belum dicoba manfaat:sbg sunscreen wajah tips pengguna:digunakan 15 menit sebelum keluar ruangan paket diterima dlm keadaan baik. kurir ramah dan sopan. mksh utk semua.,positive
"contour kit--- rusak lipstik semua warna topaz aku sudah kasih note aku pesan warna zamrud, topas dan crystal.",negative
"performa:semoga bagus cocok untuk:semua wanita mungkin tekstur:semoga okee to be honest, aku blm pakai.. baru selesai unboxing.. yg aku suka ialah pengiriman cepat.. dan packingnya super aman banget.. terima kasih kaaa :folded_hands:",positive
bagus dan packingnya sangat aman. pengiriman juga cepat. tq seller,positive
respon lumayan cepat packing rapi aman pengiriman cepat kualitas barang sesuai deskripsi recommended seller,positive
baru sekali pakai..semoga sesuai harapan.,positive
"di foto free micellar water, tapi pas dtg cmn dapet tas dan kipas aja",positive
"baru kali ini beli produk di kategori mall salah. gimana yaa barang yg sampai bisa salah,saya pesan warna light tapi yang dateng malah warna medium gak teliti banget waktu dikemas nya",negative
"warna lebih gelap dari di foto, padahal ini udh warna terputih dari pilihan, semoga kedepannya ngeluarin produk dgn warna yg lebih cerah",negative
sudah sampai terimakasih,positive
"kotaknya kebuka, lalu produk yg dikasiih kaya produk reject gitu kemasannya miring aslii kecewa padahaal selalu beli disini",negative
"pengiriman lama,penjual nya juga ga respon chat,nyesal beli di sni",negative
:sparkles:,positive
barang oke. sayang proses konfirmasi setelah pembayaran agak lambat sehingga barangnya terlambat sampai,positive
"tolong pegawai nya dibanyakin jangan cuma mengharap untung saja. biar bisa tanya hadiahnya untuk laki atau untuk perempuan, kalau dikasih pembalut untuk laki ga berguna....",negative
"tekstur:cair daya serap:bagus efektivitas:bagus pengiriman lama banget, pas sampe baramg nya cuma dibungkus asal asalan sampai kardus penyok, bubble wrap asal taro, pokoknya jelek banget deh. kecewa banget",negative
gak dpt tuh gak sesuai iklanya,negative
kemasan:ga baguss pecah,negative
bagus banget gatau lagii,positive
manfaat:untuk bibir supaya gak keliatan pucat pengalaman penggunaan:bagus karana memank penggunaan wardah profil kecantikan:mantap,positive
"suka sama produknya tapi sayang nggk tahu kenapa sama penutupnya, kayak kurang ketat. jadi isinya ada sebagian keluar jadi basah isi paketnya",positive
"pertama kali coba, semoga cocok. btw kirain bakal dapat gimmick totebag. tau nya enggak ada. jadi bintang 2 deh asalnya mau 4",negative
desainnya lucu. warna packaging dibuat sama dengan warna lip tint. aplikator mudah dipakai. coverage mantap. bisa cover bibir gelap. tidak membuat bibir terasa kering. wa...,positive
"mantap nice product. kuasnya tipis kayak buat eyeliner, bukan yang tebel kayak buat lipstik. tp bisa dipole berulang biar gitternya nyebar.",positive
"bikin make up lebih awet, cocok untuk kulit kombinasi",positive
"maaf, tp produknya gk cocok di aku. teksturnya oily malah bikin bibir kerasa berat, kenceng, dan berlapis. jadi kulit bibir sering ngelupas.",negative
pesan biru nomer 3 kok yg datang pink diteliti lagi yaa kak,negative
"bagus cuma agak kecewa, pass ada fs, harganya turun, barangnya gak dikirim. pass harga normal, barangnya baru dikirim. aneh",positive
"patah :smiling_face_with_tear: udah chat cs nya sih trus disuruh kirim video unboxing & invoice abis itu dikasih voucher belanja 20k tekorlah belanja mulu mending kalo gk patah lagi, kalo...",negative
baru mau coba:beaming_face_with_smiling_eyes:,positive
cantiiiik,positive
masa exp cuman sebentar feb 2024 pantes harga diskon,negative
"proses pengiriman lama, chat juga gadibalas",negative
ga cocok beruntusan,positive
